parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type
3547,Zone-C,car,2024-02-06 02:00:00,5,40,3.33,UPI,Yes,Regular
3548,ZONE-B,Car,,120,20,40.0,UPI,No,Regular
3549,Zone-A,Bike,2024-07-25 07:00:00,30,30,15.0,UPI,Yes,Regular
3550,Zone A,Car,2024-01-25 18:00:00,120,30,60.0,Card,Y,VISITOR
3551,Zone-C,Car,2024-04-04 10:00:00,60,30,30.0,UPI,Y,VISITOR
3552,zone-a,Car,2024-04-01 14:00:00,30,20,10.0,CARD,Yes,
3553,ZONE-B,Bike,2024-07-21 22:00:00,-30,40,-20.0,CARD,No,regular
3554,,Bike,2024-03-30 07:00:00,120,40,80.0,UPI,Yes,VISITOR
3555,ZONE-B,car,wrong_time,15,40,10.0,,N,Visitor
3556,Zone A,EV,2024-07-04 16:00:00,0,30,0.0,,Yes,Visitor
3557,Zone-A,Car,2024-06-27 12:00:00,,40,40.0,Cash,Yes,VISITOR
3558,ZONE-B,car,2024-07-15 19:00:00,30,20,10.0,Cash,No,VISITOR
3559,ZONE-B,,2024-04-13 02:00:00,5,40,3.33,CARD,Yes,Visitor
3560,Zone-A,Car,2024-04-11 06:00:00,,20,20.0,Cash,,Visitor
3561,,Car,,60,,30.0,,No,regular
3562,ZONE-B,car,2024-06-06 11:00:00,-30,20,-10.0,upi,N,regular
3563,Zone A,Car,2024-04-05 17:00:00,60,30,30.0,Card,,Regular
3564,,Car,2024-06-07 17:00:00,15,40,10.0,,YES,Visitor
3565,Zone-C,Car,2024-01-15 22:00:00,60,30,30.0,Cash,No,Regular
3566,ZONE-B,Bike,,60,,30.0,CARD,No,VISITOR
3567,zone-a,EV,2024-01-31 00:00:00,240,0,0.0,,Y,
3568,ZONE-B,Car,,120,40,80.0,Cash,No,
3569,zone c,Car,2024-06-24 09:00:00,60,40,40.0,upi,No,regular
3570,Zone-A,Bike,2024-07-02 10:00:00,60,40,40.0,CARD,YES,VISITOR
3571,ZONE-B,,2024-04-08 02:00:00,30,30,15.0,,Yes,Regular
3572,Zone-C,Car,2024-06-17 11:00:00,15,30,7.5,CARD,Yes,regular
3573,Zone A,Car,2024-03-08 04:00:00,15,20,5.0,CARD,,Regular
3574,Zone A,car,2024-06-19 12:00:00,60,30,30.0,CARD,YES,Regular
3575,Zone-C,,2024-07-22 08:00:00,120,0,0.0,CARD,No,regular
3576,ZONE-B,Car,2024-03-27 15:00:00,30,40,20.0,,,Regular
3577,Zone-C,Bike,2024-01-04 04:00:00,60,40,40.0,UPI,,Visitor
3578,,Car,2024-05-19 02:00:00,60,40,40.0,CARD,Yes,regular
3579,Zone-C,Bike,2024-06-10 17:00:00,240,0,0.0,UPI,N,Regular
3580,Zone-A,EV,2024-06-30 15:00:00,60,20,20.0,Card,No,Regular
3581,Zone-C,Car,2024-05-12 03:00:00,,20,20.0,upi,No,regular
3582,ZONE-B,Bike,2024-02-13 20:00:00,15,20,5.0,UPI,Yes,VISITOR
3583,ZONE-B,Car,2024-07-03 03:00:00,30,20,10.0,upi,Yes,Regular
3584,,Car,2024-04-14 12:00:00,30,0,0.0,,No,
3585,Zone-A,Bike,2024-06-23 22:00:00,0,20,0.0,Cash,No,Visitor
3586,Zone-C,,2024-05-23 11:00:00,30,40,20.0,Cash,YES,VISITOR
3587,Zone-A,Car,2024-02-29 00:00:00,0,30,0.0,Card,Yes,
3588,zone-a,Car,2024-05-01 05:00:00,5,20,1.67,UPI,No,Visitor
3589,,EV,,30,30,15.0,CARD,No,VISITOR
3590,zone-a,Car,,15,30,7.5,Card,No,Regular
3591,Zone A,Bike,2024-02-17 10:00:00,30,40,20.0,,YES,Regular
3592,zone c,Car,2024-03-27 07:00:00,15,30,7.5,Cash,No,Visitor
3593,,EV,2024-07-15 16:00:00,60,40,40.0,,No,Regular
3594,Zone A,EV,2024-01-03 15:00:00,60,40,40.0,Card,No,Regular
3595,ZONE-B,CAR,,,30,30.0,CARD,,Regular
3596,Zone-C,,2024-05-09 11:00:00,30,30,15.0,,,
3597,ZONE-B,Bike,2024-07-05 05:00:00,120,0,0.0,Card,Yes,Regular
3598,Zone-A,EV,2024-06-04 20:00:00,0,20,0.0,Cash,No,Visitor
3599,zone c,Car,2024-02-15 18:00:00,120,40,80.0,UPI,Yes,VISITOR
3600,zone-a,Bike,2024-03-26 21:00:00,240,30,120.0,,No,regular
3601,Zone-A,,2024-05-08 07:00:00,30,30,15.0,CARD,No,VISITOR
3602,zone c,Bike,2024-03-17 01:00:00,240,40,160.0,UPI,Y,Visitor
3603,zone c,Car,2024-06-07 14:00:00,120,40,80.0,Card,YES,Regular
3604,Zone-C,car,2024-03-25 14:00:00,60,40,40.0,Card,Yes,Visitor
3605,zone-a,Bike,wrong_time,15,20,5.0,upi,,Regular
3606,Zone A,Bike,2024-05-25 00:00:00,120,30,60.0,,No,Visitor
3607,Zone-A,Bike,2024-03-29 17:00:00,60,,30.0,upi,Y,regular
3608,Zone-A,Bike,2024-06-05 23:00:00,-30,40,-20.0,upi,No,Visitor
3609,Zone-A,Bike,2024-04-26 15:00:00,120,0,0.0,Card,Yes,Visitor
3610,,Car,2024-02-12 22:00:00,60,40,40.0,UPI,Y,Visitor
3611,,,2024-01-28 19:00:00,30,40,20.0,Cash,No,Regular
3612,zone c,Car,2024-02-20 04:00:00,60,40,40.0,CARD,Yes,regular
3613,Zone-A,Bike,2024-01-05 14:00:00,-30,30,-15.0,Cash,Yes,Visitor
3614,Zone-C,Bike,2024-05-27 11:00:00,30,0,0.0,UPI,No,Visitor
3615,zone c,Bike,2024-05-09 09:00:00,60,40,40.0,Card,Yes,
3616,zone c,Car,2024-01-04 01:00:00,30,0,0.0,,No,Regular
3617,ZONE-B,Car,2024-03-05 13:00:00,5,20,1.67,CARD,Yes,VISITOR
3618,Zone-C,Bike,2024-01-14 14:00:00,15,30,7.5,UPI,Yes,
3619,ZONE-B,Car,2024-06-28 06:00:00,-30,40,-20.0,CARD,N,Regular
3620,,Bike,2024-03-07 21:00:00,30,40,20.0,UPI,No,Visitor
3621,,Car,2024-06-12 20:00:00,60,20,20.0,UPI,Yes,VISITOR
3622,zone c,,2024-04-22 08:00:00,60,40,40.0,Card,N,Regular
3623,Zone-A,Bike,2024-04-08 01:00:00,30,0,0.0,UPI,,Regular
3624,zone-a,Car,2024-06-15 07:00:00,30,20,10.0,,Yes,VISITOR
3625,ZONE-B,Car,2024-05-20 19:00:00,60,40,40.0,Cash,Yes,
3626,zone c,Bike,2024-04-16 11:00:00,15,20,5.0,Card,Yes,Regular
3627,Zone A,EV,wrong_time,30,,15.0,CARD,,Visitor
3628,ZONE-B,Bike,2024-01-27 13:00:00,240,20,80.0,CARD,No,Regular
3629,Zone A,Car,2024-05-16 06:00:00,15,30,7.5,Cash,No,
3630,ZONE-B,Bike,2024-03-25 13:00:00,15,30,7.5,UPI,Yes,VISITOR
3631,ZONE-B,Car,2024-01-22 02:00:00,240,0,0.0,Cash,,Regular
3632,,Bike,2024-07-25 21:00:00,60,40,40.0,,Yes,
3633,,Bike,2024-02-13 02:00:00,60,20,20.0,,YES,Visitor
3634,zone c,Car,2024-02-16 15:00:00,30,40,20.0,UPI,No,regular
3635,ZONE-B,EV,2024-01-14 14:00:00,30,40,20.0,Card,YES,Visitor
3636,,,2024-05-09 12:00:00,120,20,40.0,Cash,No,Visitor
3637,Zone-C,Car,2024-06-15 03:00:00,240,0,0.0,upi,No,Visitor
3638,,,2024-02-06 13:00:00,-30,40,-20.0,Card,No,Visitor
3639,Zone-A,EV,2024-02-06 00:00:00,120,30,60.0,Cash,No,VISITOR
3640,ZONE-B,Car,2024-05-07 06:00:00,30,40,20.0,upi,No,Regular
3641,Zone A,,2024-03-01 04:00:00,0,40,0.0,CARD,No,Regular
3642,Zone-A,EV,2024-03-03 08:00:00,30,20,10.0,Card,Yes,regular
3643,Zone-A,Car,2024-03-16 13:00:00,30,30,15.0,UPI,N,Regular
3644,Zone-C,Bike,2024-02-26 14:00:00,60,20,20.0,upi,Y,Regular
3645,ZONE-B,EV,2024-05-07 14:00:00,5,40,3.33,Card,YES,Visitor
3646,zone c,Bike,2024-05-24 22:00:00,15,30,7.5,,No,VISITOR
3647,,Car,2024-01-26 19:00:00,120,30,60.0,Card,YES,Regular
3648,zone-a,car,2024-06-13 14:00:00,60,40,40.0,Cash,No,
3649,Zone-A,EV,2024-01-16 23:00:00,240,30,120.0,UPI,No,Regular
3650,zone-a,CAR,2024-07-24 14:00:00,-30,30,-15.0,,N,Visitor
3651,Zone-C,,2024-07-26 20:00:00,30,20,10.0,Cash,Yes,Regular
3652,Zone-C,CAR,2024-02-25 03:00:00,60,30,30.0,Cash,No,regular
3653,Zone-A,car,2024-07-22 07:00:00,120,30,60.0,UPI,No,Regular
3654,Zone-A,Bike,2024-04-18 12:00:00,30,30,15.0,CARD,Yes,VISITOR
3655,Zone-A,Bike,2024-02-04 14:00:00,240,40,160.0,Cash,No,Regular
3656,ZONE-B,Bike,2024-02-08 05:00:00,120,40,80.0,Cash,No,Regular
3657,Zone-C,Bike,2024-03-09 15:00:00,60,30,30.0,CARD,Yes,Visitor
3658,Zone-A,Car,2024-07-11 14:00:00,-30,30,-15.0,UPI,,Regular
3659,,Bike,2024-02-13 06:00:00,60,40,40.0,CARD,No,Regular
3660,zone c,Bike,2024-04-24 10:00:00,240,30,120.0,,No,Regular
3661,Zone-A,,2024-04-04 13:00:00,15,,7.5,Cash,Yes,regular
3662,zone c,Bike,,30,,15.0,Cash,,
3663,zone c,car,2024-06-20 05:00:00,15,20,5.0,UPI,Yes,Visitor
3664,,car,2024-01-18 14:00:00,30,40,20.0,UPI,Y,regular
3665,Zone-A,Bike,2024-04-01 06:00:00,60,30,30.0,CARD,Yes,Regular
3666,Zone A,car,2024-07-01 18:00:00,60,40,40.0,,Yes,VISITOR
3667,zone c,Bike,2024-03-16 22:00:00,15,30,7.5,,Yes,Visitor
3668,Zone-A,car,2024-05-15 01:00:00,60,20,20.0,Cash,,
3669,zone c,car,2024-03-28 13:00:00,5,20,1.67,Cash,Yes,Regular
3670,Zone A,Bike,2024-07-21 04:00:00,-30,0,-0.0,UPI,Yes,Visitor
3671,ZONE-B,Car,2024-07-26 11:00:00,60,30,30.0,,Yes,Regular
3672,Zone-C,Car,2024-01-17 05:00:00,15,20,5.0,Card,No,regular
3673,zone-a,Bike,2024-01-27 03:00:00,240,20,80.0,Cash,Y,Visitor
3674,zone-a,Bike,2024-06-12 07:00:00,15,30,7.5,UPI,Yes,Regular
3675,Zone-A,Car,2024-06-24 06:00:00,15,40,10.0,CARD,N,Visitor
3676,zone c,CAR,2024-05-12 05:00:00,5,40,3.33,Card,N,
3677,Zone-C,EV,2024-06-22 10:00:00,30,30,15.0,Card,No,Regular
3678,zone c,Bike,2024-05-07 18:00:00,30,30,15.0,UPI,,VISITOR
3679,ZONE-B,Bike,2024-05-12 09:00:00,0,40,0.0,,Yes,VISITOR
3680,ZONE-B,Bike,2024-01-15 01:00:00,30,,15.0,Cash,N,Visitor
3681,Zone-C,EV,2024-07-01 23:00:00,120,20,40.0,CARD,No,VISITOR
3682,Zone A,EV,2024-05-23 08:00:00,30,20,10.0,Card,No,Regular
3683,zone c,,2024-01-18 17:00:00,-30,20,-10.0,,Y,Regular
3684,,Bike,2024-07-04 15:00:00,-30,,-15.0,,N,Regular
3685,Zone-C,Car,2024-02-01 01:00:00,240,30,120.0,UPI,Yes,VISITOR
3686,zone-a,Car,2024-05-03 00:00:00,-30,40,-20.0,Cash,Yes,Visitor
3687,Zone-A,Car,2024-03-05 13:00:00,0,40,0.0,Cash,YES,
3688,Zone-C,Bike,2024-03-04 12:00:00,30,40,20.0,UPI,No,VISITOR
3689,Zone-A,Car,2024-05-14 16:00:00,30,40,20.0,UPI,No,Visitor
3690,zone c,Bike,2024-04-07 01:00:00,60,40,40.0,CARD,No,Visitor
3691,zone c,CAR,2024-01-16 22:00:00,60,30,30.0,,N,Visitor
3692,Zone-A,Car,2024-05-19 19:00:00,60,30,30.0,Cash,Yes,VISITOR
3693,,,2024-03-29 22:00:00,60,20,20.0,Cash,Yes,VISITOR
3694,Zone-A,Car,2024-07-11 08:00:00,,40,40.0,upi,No,
3695,Zone-C,,2024-05-15 18:00:00,60,20,20.0,Card,No,Visitor
3696,ZONE-B,Car,2024-06-22 05:00:00,240,30,120.0,upi,No,regular
3697,zone c,car,2024-02-02 05:00:00,240,20,80.0,Cash,YES,VISITOR
3698,Zone-A,EV,2024-06-06 13:00:00,15,20,5.0,Cash,,Regular
3699,Zone-C,Bike,2024-05-05 12:00:00,30,30,15.0,upi,YES,Regular
3700,,Car,,60,40,40.0,Card,N,
3701,Zone-A,,2024-01-04 12:00:00,60,,30.0,UPI,No,regular
3702,Zone-A,,2024-01-09 11:00:00,30,40,20.0,Card,No,Regular
3703,zone c,Car,2024-04-06 04:00:00,240,20,80.0,Card,Yes,Regular
3704,Zone-C,,2024-02-07 23:00:00,5,,2.5,Cash,,Regular
3705,zone-a,Bike,2024-06-29 15:00:00,30,40,20.0,UPI,,regular
3706,Zone-A,Bike,2024-02-14 11:00:00,60,40,40.0,upi,Yes,Regular
3707,,,2024-01-01 23:00:00,60,,30.0,UPI,No,Regular
3708,zone-a,,2024-03-25 12:00:00,,30,30.0,CARD,No,Visitor
3709,zone c,Car,2024-06-18 03:00:00,15,0,0.0,CARD,,Regular
3710,,Bike,2024-05-09 23:00:00,30,40,20.0,upi,YES,regular
3711,,,2024-03-30 14:00:00,30,,15.0,,,Visitor
3712,zone-a,Car,2024-03-10 10:00:00,15,20,5.0,Cash,YES,regular
3713,Zone-A,car,2024-04-04 13:00:00,30,20,10.0,,Yes,Regular
3714,Zone A,Bike,2024-06-22 01:00:00,15,40,10.0,Card,Yes,Visitor
3715,,Bike,2024-02-23 19:00:00,60,40,40.0,CARD,YES,Regular
3716,zone c,Car,2024-01-31 20:00:00,,40,40.0,Cash,Y,regular
3717,zone c,Car,2024-03-31 18:00:00,120,30,60.0,,Yes,regular
3718,zone-a,,2024-01-23 15:00:00,15,40,10.0,,No,regular
3719,,Car,2024-06-30 18:00:00,240,20,80.0,Cash,Yes,Visitor
3720,Zone-C,Bike,2024-04-24 07:00:00,30,40,20.0,UPI,YES,Visitor
3721,zone-a,Bike,2024-02-24 21:00:00,15,40,10.0,Cash,No,Regular
3722,Zone-C,Bike,2024-06-28 18:00:00,15,20,5.0,Cash,Yes,regular
3723,zone-a,Bike,2024-01-03 00:00:00,15,0,0.0,UPI,Yes,regular
3724,Zone-A,EV,2024-04-16 11:00:00,0,40,0.0,Cash,Y,regular
3725,zone c,,2024-05-09 09:00:00,30,,15.0,UPI,YES,Regular
3726,ZONE-B,Bike,2024-07-15 04:00:00,30,30,15.0,,No,Regular
3727,Zone A,Car,wrong_time,5,,2.5,Cash,N,regular
3728,,,2024-05-10 17:00:00,30,30,15.0,UPI,,VISITOR
3729,zone-a,Car,2024-05-06 16:00:00,30,20,10.0,,No,regular
3730,zone-a,Bike,2024-05-12 20:00:00,30,,15.0,UPI,YES,
3731,Zone A,EV,2024-05-10 12:00:00,,20,20.0,UPI,Yes,VISITOR
3732,Zone-C,Bike,2024-06-25 20:00:00,120,30,60.0,upi,No,Visitor
3733,ZONE-B,CAR,2024-04-19 22:00:00,120,40,80.0,Card,No,
3734,Zone A,Bike,2024-07-25 17:00:00,30,30,15.0,UPI,N,Regular
3735,ZONE-B,,2024-05-18 17:00:00,240,20,80.0,Cash,Yes,Visitor
3736,Zone-C,,2024-03-14 21:00:00,30,30,15.0,Cash,Y,Visitor
3737,zone-a,Bike,2024-01-07 18:00:00,15,40,10.0,upi,YES,regular
3738,Zone-C,car,2024-05-24 23:00:00,15,40,10.0,Cash,Yes,Visitor
3739,ZONE-B,CAR,2024-06-08 09:00:00,120,40,80.0,Card,No,Regular
3740,ZONE-B,Bike,2024-05-23 04:00:00,60,20,20.0,upi,No,Regular
3741,Zone-A,car,2024-03-22 16:00:00,5,,2.5,UPI,YES,Visitor
3742,,Bike,2024-06-25 07:00:00,30,40,20.0,,No,Regular
3743,zone c,Car,,60,40,40.0,Card,Yes,regular
3744,zone c,Bike,2024-06-08 20:00:00,30,30,15.0,Card,Yes,
3745,Zone A,EV,2024-04-19 09:00:00,60,20,20.0,UPI,No,Regular
3746,,,2024-05-08 23:00:00,30,20,10.0,CARD,No,Regular
3747,,,2024-07-05 23:00:00,120,,60.0,upi,Yes,
3748,ZONE-B,Car,2024-03-25 23:00:00,240,40,160.0,,Y,Visitor
3749,ZONE-B,,2024-04-08 00:00:00,15,20,5.0,UPI,Yes,Regular
3750,Zone-C,EV,2024-06-21 22:00:00,120,,60.0,UPI,No,regular
3751,Zone-C,Bike,2024-03-28 02:00:00,240,20,80.0,UPI,YES,Visitor
3752,zone c,EV,2024-03-29 03:00:00,15,40,10.0,Cash,No,Regular
3753,ZONE-B,car,2024-01-12 14:00:00,15,20,5.0,UPI,Yes,Regular
3754,zone-a,Bike,2024-03-15 19:00:00,30,0,0.0,Cash,YES,Visitor
3755,Zone-A,Bike,2024-05-15 01:00:00,-30,,-15.0,Cash,,regular
3756,zone c,car,2024-04-25 06:00:00,60,40,40.0,CARD,Yes,Visitor
3757,Zone-A,Bike,2024-02-03 13:00:00,5,,2.5,UPI,No,regular
3758,Zone-A,Bike,2024-01-29 17:00:00,120,20,40.0,Cash,Yes,Regular
3759,Zone A,,2024-01-29 06:00:00,120,20,40.0,UPI,No,Visitor
3760,Zone A,Car,2024-06-04 23:00:00,240,30,120.0,UPI,Yes,
3761,Zone-C,Bike,2024-03-06 12:00:00,60,30,30.0,CARD,No,Visitor
3762,Zone A,,2024-01-01 10:00:00,60,30,30.0,UPI,No,VISITOR
3763,zone c,Car,2024-03-25 23:00:00,-30,30,-15.0,CARD,Yes,Regular
3764,ZONE-B,,2024-02-22 13:00:00,30,20,10.0,upi,Y,
3765,Zone-A,Bike,,15,40,10.0,UPI,Y,Regular
3766,Zone-C,Bike,2024-05-11 08:00:00,120,20,40.0,UPI,YES,VISITOR
3767,ZONE-B,,2024-02-27 19:00:00,240,30,120.0,Card,N,Regular
3768,zone-a,car,2024-06-27 12:00:00,15,30,7.5,CARD,Yes,Regular
3769,ZONE-B,CAR,2024-01-26 04:00:00,,40,40.0,UPI,,
3770,Zone-C,,2024-06-04 20:00:00,60,20,20.0,,No,Visitor
3771,ZONE-B,Car,2024-03-19 20:00:00,60,40,40.0,UPI,N,
3772,ZONE-B,car,2024-05-19 09:00:00,60,0,0.0,upi,,
3773,Zone-C,EV,,30,20,10.0,,No,regular
3774,Zone-C,Bike,2024-01-14 12:00:00,30,20,10.0,upi,Yes,Regular
3775,ZONE-B,,2024-01-11 08:00:00,240,30,120.0,Cash,Y,regular
3776,ZONE-B,Bike,2024-03-06 20:00:00,5,30,2.5,CARD,,Regular
3777,zone-a,Bike,2024-01-20 17:00:00,30,,15.0,Cash,No,regular
3778,ZONE-B,EV,2024-01-10 18:00:00,60,40,40.0,,No,VISITOR
3779,Zone A,EV,2024-02-16 04:00:00,240,20,80.0,UPI,No,
3780,ZONE-B,,2024-05-17 10:00:00,120,30,60.0,UPI,Y,Regular
3781,ZONE-B,Bike,2024-02-29 10:00:00,15,40,10.0,Cash,YES,Visitor
3782,Zone-A,car,wrong_time,60,30,30.0,,No,Regular
3783,Zone-C,Bike,,240,40,160.0,Cash,,Regular
3784,zone-a,Car,2024-06-01 18:00:00,240,20,80.0,UPI,No,VISITOR
3785,Zone-A,,2024-07-23 18:00:00,30,30,15.0,Cash,,regular
3786,ZONE-B,Bike,2024-04-17 13:00:00,30,40,20.0,,,regular
3787,Zone-A,Car,2024-01-18 20:00:00,30,40,20.0,CARD,No,Visitor
3788,Zone A,Car,2024-02-21 19:00:00,60,40,40.0,CARD,N,regular
3789,Zone A,Car,2024-02-23 19:00:00,120,30,60.0,CARD,Yes,
3790,Zone-A,Car,2024-03-31 09:00:00,0,,0.0,Cash,,Visitor
3791,zone-a,Car,2024-06-06 01:00:00,15,0,0.0,Card,Yes,regular
3792,,Car,2024-06-27 07:00:00,60,20,20.0,upi,Y,
3793,Zone A,Car,2024-06-07 12:00:00,5,,2.5,Card,Yes,regular
3794,Zone-A,Car,2024-06-23 02:00:00,240,20,80.0,,Yes,Regular
3795,Zone-C,Bike,,30,30,15.0,UPI,N,Visitor
3796,,,2024-01-10 14:00:00,30,40,20.0,Card,YES,regular
3797,zone c,Bike,2024-05-11 18:00:00,30,30,15.0,Card,No,VISITOR
3798,zone c,EV,2024-03-17 10:00:00,240,40,160.0,UPI,No,regular
3799,,Bike,2024-02-05 09:00:00,15,30,7.5,CARD,Y,Visitor
3800,Zone A,car,2024-04-02 01:00:00,30,40,20.0,CARD,N,Regular
3801,,Bike,2024-02-05 20:00:00,30,20,10.0,Card,No,VISITOR
3802,zone c,,2024-06-24 03:00:00,60,20,20.0,,Yes,VISITOR
3803,ZONE-B,,2024-05-15 03:00:00,15,0,0.0,,No,Regular
3804,Zone-C,EV,2024-05-07 20:00:00,60,0,0.0,,No,Regular
3805,Zone-C,car,2024-05-12 16:00:00,120,40,80.0,,,Visitor
3806,zone c,Bike,2024-02-01 05:00:00,15,30,7.5,,No,regular
3807,Zone-A,Bike,2024-02-16 00:00:00,30,40,20.0,CARD,,
3808,,Car,2024-06-08 17:00:00,15,20,5.0,UPI,No,regular
3809,Zone-C,Bike,2024-06-09 11:00:00,120,,60.0,CARD,N,Visitor
3810,Zone-A,Car,2024-02-29 12:00:00,-30,,-15.0,UPI,No,Visitor
3811,Zone-C,,2024-07-24 04:00:00,5,40,3.33,Cash,Yes,Regular
3812,Zone A,EV,2024-03-23 15:00:00,240,40,160.0,,No,Visitor
3813,Zone A,EV,2024-05-05 21:00:00,30,0,0.0,Cash,YES,Regular
3814,Zone-A,Car,2024-01-03 14:00:00,120,30,60.0,UPI,No,regular
3815,Zone-A,EV,2024-07-10 03:00:00,30,40,20.0,UPI,Y,VISITOR
3816,zone-a,Car,2024-04-14 05:00:00,60,40,40.0,Cash,N,VISITOR
3817,Zone-A,Bike,2024-01-01 02:00:00,15,0,0.0,upi,No,VISITOR
3818,,Car,2024-07-19 09:00:00,60,40,40.0,,,VISITOR
3819,,Bike,2024-03-16 07:00:00,15,30,7.5,UPI,N,VISITOR
3820,Zone-C,Bike,2024-06-24 13:00:00,15,20,5.0,,No,Visitor
3821,,CAR,2024-01-11 02:00:00,60,40,40.0,Cash,No,Visitor
3822,zone-a,car,2024-06-26 05:00:00,30,,15.0,UPI,Yes,regular
3823,zone-a,,2024-06-20 13:00:00,30,20,10.0,Cash,YES,Visitor
3824,zone-a,car,2024-04-05 19:00:00,15,30,7.5,Card,,
3825,,Car,2024-03-23 19:00:00,15,20,5.0,UPI,Yes,Regular
3826,,Bike,2024-06-24 22:00:00,30,,15.0,Card,No,Visitor
3827,zone-a,Car,2024-03-06 12:00:00,30,40,20.0,UPI,No,Regular
3828,ZONE-B,Car,2024-03-03 01:00:00,60,20,20.0,Cash,N,Regular
3829,Zone-A,Car,2024-01-22 22:00:00,120,,60.0,upi,Yes,Regular
3830,ZONE-B,car,2024-06-16 03:00:00,60,20,20.0,Card,Y,Regular
3831,Zone-C,Bike,2024-01-15 06:00:00,15,,7.5,,Yes,Visitor
3832,Zone A,EV,2024-02-21 01:00:00,240,30,120.0,Cash,,VISITOR
3833,Zone-A,EV,2024-03-06 20:00:00,15,20,5.0,Cash,YES,Regular
3834,zone-a,EV,2024-02-16 05:00:00,60,40,40.0,UPI,Yes,Visitor
3835,Zone-C,Bike,2024-04-01 23:00:00,60,0,0.0,Card,Y,Visitor
3836,Zone-C,EV,2024-07-24 19:00:00,30,,15.0,Card,No,Visitor
3837,zone c,Bike,2024-04-18 23:00:00,30,20,10.0,CARD,Yes,Regular
3838,ZONE-B,EV,2024-01-02 09:00:00,60,,30.0,Cash,N,
3839,,Bike,2024-07-08 15:00:00,15,20,5.0,UPI,Yes,Regular
3840,ZONE-B,Bike,2024-02-24 07:00:00,5,40,3.33,Cash,Yes,Regular
3841,Zone-A,,wrong_time,60,20,20.0,upi,No,VISITOR
3842,zone-a,Car,2024-02-22 09:00:00,60,30,30.0,Cash,No,Regular
3843,Zone A,Bike,2024-06-06 15:00:00,,,30.0,Cash,Y,
3844,,car,2024-06-18 13:00:00,30,30,15.0,Card,No,Regular
3845,zone-a,CAR,,60,40,40.0,UPI,Yes,Regular
3846,,EV,2024-03-09 11:00:00,15,30,7.5,,Yes,VISITOR
3847,,,2024-06-27 09:00:00,120,40,80.0,CARD,Yes,VISITOR
3848,zone c,Bike,,-30,0,-0.0,Cash,Yes,Regular
3849,ZONE-B,Bike,2024-03-26 13:00:00,-30,30,-15.0,,,regular
3850,Zone-A,EV,2024-04-25 05:00:00,,40,40.0,UPI,Yes,regular
3851,zone-a,Car,2024-07-28 21:00:00,30,30,15.0,Cash,No,VISITOR
3852,Zone-A,,2024-05-18 07:00:00,30,40,20.0,Card,N,Regular
3853,Zone-A,EV,2024-03-24 23:00:00,60,0,0.0,Cash,N,Regular
3854,Zone A,Car,2024-05-03 20:00:00,240,40,160.0,Cash,No,Regular
3855,,EV,2024-01-11 19:00:00,15,20,5.0,UPI,YES,regular
3856,zone c,Bike,2024-06-18 08:00:00,60,40,40.0,UPI,No,Visitor
3857,zone-a,Bike,2024-06-02 10:00:00,5,30,2.5,upi,N,
3858,,,2024-04-01 22:00:00,30,20,10.0,UPI,Yes,Regular
3859,Zone A,EV,wrong_time,15,40,10.0,CARD,YES,VISITOR
3860,zone c,Car,2024-05-31 23:00:00,,20,20.0,UPI,No,Visitor
3861,zone c,CAR,2024-03-20 10:00:00,240,20,80.0,Cash,No,Regular
3862,zone-a,EV,2024-05-01 20:00:00,30,30,15.0,Cash,No,regular
3863,Zone-A,,2024-01-10 10:00:00,120,20,40.0,UPI,YES,Regular
3864,,EV,,15,30,7.5,Card,YES,regular
3865,zone-a,Bike,2024-07-05 17:00:00,60,,30.0,upi,No,Visitor
3866,ZONE-B,Bike,2024-07-10 13:00:00,15,,7.5,upi,N,VISITOR
3867,Zone-A,Bike,2024-01-30 11:00:00,30,30,15.0,Card,,Visitor
3868,ZONE-B,EV,2024-07-17 11:00:00,120,0,0.0,UPI,N,Regular
3869,Zone A,Car,2024-07-25 08:00:00,60,20,20.0,UPI,N,Regular
3870,zone c,Bike,2024-07-21 06:00:00,,30,30.0,CARD,No,Visitor
3871,zone c,Bike,2024-02-22 20:00:00,15,40,10.0,Card,YES,VISITOR
3872,zone c,Bike,2024-06-02 02:00:00,240,40,160.0,Cash,N,regular
3873,Zone-C,Bike,2024-07-15 12:00:00,30,30,15.0,,No,Visitor
3874,,Bike,2024-04-28 18:00:00,30,40,20.0,CARD,,regular
3875,,Car,2024-02-07 03:00:00,120,30,60.0,UPI,No,Regular
3876,Zone-A,EV,2024-03-04 06:00:00,5,30,2.5,Card,Y,regular
3877,ZONE-B,EV,2024-03-27 10:00:00,15,0,0.0,UPI,,
3878,Zone-C,Car,2024-04-25 03:00:00,60,40,40.0,Card,N,Visitor
3879,Zone-C,Car,2024-05-23 21:00:00,15,20,5.0,,,VISITOR
3880,ZONE-B,Bike,2024-02-27 18:00:00,240,40,160.0,Card,Y,Visitor
3881,ZONE-B,Car,2024-04-29 00:00:00,30,40,20.0,Cash,N,VISITOR
3882,Zone A,Bike,2024-02-05 19:00:00,30,0,0.0,CARD,No,regular
3883,zone c,Bike,2024-05-01 23:00:00,30,20,10.0,UPI,Yes,
3884,zone c,Bike,2024-05-01 00:00:00,120,30,60.0,,No,Visitor
3885,,Bike,2024-04-02 09:00:00,30,30,15.0,Cash,Y,
