parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type,hour,day,weekday,month
2252,ZONE-A,CAR,2024-05-28 10:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,10,28,Tuesday,May
2253,ZONE-C,CAR,2024-02-25 10:00:00,15.0,40.0,10.0,UNKNOWN,YES,VISITOR,10,25,Sunday,February
2254,ZONE-B,CAR,2024-07-28 16:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,16,28,Sunday,July
2255,ZONE-B,EV,2024-07-05 19:00:00,60.0,30.0,30.0,UNKNOWN,NO,VISITOR,19,5,Friday,July
2256,ZONE-B,BIKE,2024-02-06 22:00:00,15.0,20.0,5.0,CARD,NO,VISITOR,22,6,Tuesday,February
2257,ZONE-C,BIKE,2024-03-23 05:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,5,23,Saturday,March
2258,ZONE-A,EV,2024-04-20 01:00:00,30.0,40.0,20.0,UPI,YES,REGULAR,1,20,Saturday,April
2259,ZONE-A,EV,2024-03-03 08:00:00,60.0,40.0,40.0,UNKNOWN,YES,UNKNOWN,8,3,Sunday,March
2260,ZONE-B,BIKE,2024-06-27 06:00:00,15.0,30.0,7.5,CARD,YES,REGULAR,6,27,Thursday,June
2261,ZONE-A,BIKE,2024-02-05 13:00:00,30.0,20.0,10.0,CARD,NO,REGULAR,13,5,Monday,February
2262,ZONE-A,BIKE,2024-06-22 16:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,16,22,Saturday,June
2263,ZONE-A,EV,2024-01-15 10:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,10,15,Monday,January
2264,ZONE-A,UNKNOWN,2024-06-29 20:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,20,29,Saturday,June
2265,UNKNOWN,CAR,2024-01-27 01:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,1,27,Saturday,January
2266,ZONE-C,CAR,2024-06-26 17:00:00,15.0,40.0,10.0,UPI,NO,UNKNOWN,17,26,Wednesday,June
2267,ZONE-C,BIKE,2024-02-02 03:00:00,120.0,20.0,40.0,UPI,NO,REGULAR,3,2,Friday,February
2268,UNKNOWN,UNKNOWN,2024-01-26 15:00:00,30.0,40.0,20.0,CARD,YES,VISITOR,15,26,Friday,January
2269,ZONE-A,BIKE,2024-01-05 09:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,9,5,Friday,January
2270,UNKNOWN,CAR,2024-06-27 01:00:00,30.0,30.0,15.0,CARD,YES,REGULAR,1,27,Thursday,June
2271,ZONE-A,CAR,2024-03-30 21:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,21,30,Saturday,March
2273,ZONE-B,UNKNOWN,2024-01-10 04:00:00,30.0,30.0,15.0,CASH,YES,VISITOR,4,10,Wednesday,January
2274,ZONE-C,UNKNOWN,2024-02-13 09:00:00,15.0,30.0,7.5,CASH,YES,VISITOR,9,13,Tuesday,February
2275,ZONE-C,BIKE,2024-05-20 15:00:00,60.0,30.0,30.0,UNKNOWN,YES,VISITOR,15,20,Monday,May
2276,ZONE-C,CAR,2024-07-20 11:00:00,5.0,20.0,1.67,CARD,YES,VISITOR,11,20,Saturday,July
2277,ZONE-A,CAR,2024-07-04 08:00:00,30.0,20.0,10.0,CARD,YES,REGULAR,8,4,Thursday,July
2278,ZONE-C,CAR,2024-05-28 18:00:00,30.0,30.0,15.0,UNKNOWN,NO,VISITOR,18,28,Tuesday,May
2279,UNKNOWN,EV,2024-06-06 12:00:00,15.0,30.0,7.5,CARD,YES,VISITOR,12,6,Thursday,June
2280,ZONE-C,BIKE,2024-01-31 11:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,11,31,Wednesday,January
2281,ZONE-A,EV,2024-02-12 08:00:00,5.0,40.0,3.33,UNKNOWN,YES,REGULAR,8,12,Monday,February
2282,ZONE-B,CAR,2024-01-05 17:00:00,240.0,30.0,120.0,CASH,YES,REGULAR,17,5,Friday,January
2284,UNKNOWN,CAR,2024-06-27 13:00:00,30.0,30.0,15.0,CARD,YES,REGULAR,13,27,Thursday,June
2285,ZONE-B,CAR,2024-02-08 13:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,13,8,Thursday,February
2286,ZONE-A,BIKE,2024-02-18 14:00:00,240.0,40.0,160.0,UPI,NO,VISITOR,14,18,Sunday,February
2287,ZONE-A,EV,2024-06-06 19:00:00,30.0,40.0,20.0,UNKNOWN,YES,VISITOR,19,6,Thursday,June
2288,ZONE-A,CAR,2024-01-19 06:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,6,19,Friday,January
2289,ZONE-A,CAR,2024-07-05 16:00:00,30.0,20.0,10.0,CASH,YES,UNKNOWN,16,5,Friday,July
2290,ZONE-B,CAR,2024-02-06 05:00:00,30.0,20.0,10.0,CARD,NO,VISITOR,5,6,Tuesday,February
2291,ZONE-C,CAR,2024-07-23 09:00:00,240.0,30.0,120.0,UPI,YES,REGULAR,9,23,Tuesday,July
2292,ZONE-B,BIKE,2024-03-29 01:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,1,29,Friday,March
2294,ZONE-B,CAR,2024-07-21 08:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,8,21,Sunday,July
2296,ZONE-A,CAR,2024-04-29 23:00:00,30.0,30.0,15.0,UNKNOWN,NO,UNKNOWN,23,29,Monday,April
2297,ZONE-A,UNKNOWN,2024-01-28 12:00:00,30.0,40.0,20.0,CARD,NO,REGULAR,12,28,Sunday,January
2298,ZONE-A,UNKNOWN,2024-02-21 21:00:00,30.0,20.0,10.0,UPI,YES,VISITOR,21,21,Wednesday,February
2299,ZONE-B,CAR,2024-06-15 05:00:00,60.0,20.0,20.0,CARD,YES,VISITOR,5,15,Saturday,June
2300,ZONE-C,UNKNOWN,2024-01-05 08:00:00,30.0,40.0,20.0,CASH,YES,VISITOR,8,5,Friday,January
2301,ZONE-B,CAR,2024-04-30 19:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,19,30,Tuesday,April
2302,ZONE-C,CAR,2024-01-14 04:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,4,14,Sunday,January
2303,ZONE-A,BIKE,2024-07-10 01:00:00,120.0,30.0,60.0,CARD,YES,VISITOR,1,10,Wednesday,July
2304,UNKNOWN,EV,2024-03-18 16:00:00,240.0,20.0,80.0,UNKNOWN,NO,REGULAR,16,18,Monday,March
2305,ZONE-A,EV,2024-05-24 04:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,4,24,Friday,May
2306,ZONE-A,EV,2024-04-07 14:00:00,15.0,40.0,10.0,CARD,YES,REGULAR,14,7,Sunday,April
2307,ZONE-A,BIKE,2024-05-23 00:00:00,240.0,20.0,80.0,CARD,NO,VISITOR,0,23,Thursday,May
2309,ZONE-C,EV,2024-06-10 07:00:00,30.0,20.0,10.0,CARD,NO,VISITOR,7,10,Monday,June
2311,ZONE-C,UNKNOWN,2024-06-24 09:00:00,15.0,30.0,7.5,CASH,YES,REGULAR,9,24,Monday,June
2313,ZONE-C,CAR,2024-04-15 00:00:00,120.0,40.0,80.0,CASH,NO,REGULAR,0,15,Monday,April
2314,ZONE-A,CAR,2024-05-20 16:00:00,5.0,30.0,2.5,CASH,NO,VISITOR,16,20,Monday,May
2315,ZONE-A,CAR,2024-01-05 19:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,19,5,Friday,January
2316,ZONE-A,CAR,2024-03-06 21:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,21,6,Wednesday,March
2317,ZONE-B,CAR,2024-06-19 13:00:00,30.0,30.0,15.0,CARD,YES,UNKNOWN,13,19,Wednesday,June
2318,ZONE-C,EV,2024-02-28 01:00:00,30.0,30.0,15.0,UNKNOWN,NO,VISITOR,1,28,Wednesday,February
2319,ZONE-A,EV,2024-01-17 10:00:00,30.0,40.0,20.0,UNKNOWN,NO,UNKNOWN,10,17,Wednesday,January
2320,UNKNOWN,BIKE,2024-03-23 21:00:00,15.0,20.0,5.0,CASH,NO,VISITOR,21,23,Saturday,March
2323,ZONE-B,CAR,2024-01-07 06:00:00,30.0,20.0,10.0,CASH,NO,VISITOR,6,7,Sunday,January
2325,ZONE-A,CAR,2024-03-14 06:00:00,60.0,30.0,30.0,UNKNOWN,YES,VISITOR,6,14,Thursday,March
2326,ZONE-A,BIKE,2024-03-30 15:00:00,5.0,30.0,2.5,CASH,YES,REGULAR,15,30,Saturday,March
2327,UNKNOWN,CAR,2024-01-27 13:00:00,30.0,20.0,10.0,UPI,YES,UNKNOWN,13,27,Saturday,January
2328,UNKNOWN,BIKE,2024-05-11 20:00:00,5.0,20.0,1.67,UPI,YES,REGULAR,20,11,Saturday,May
2329,ZONE-C,CAR,2024-06-26 02:00:00,30.0,30.0,15.0,UNKNOWN,NO,REGULAR,2,26,Wednesday,June
2330,ZONE-B,EV,2024-01-09 11:00:00,30.0,20.0,10.0,CARD,NO,REGULAR,11,9,Tuesday,January
2331,UNKNOWN,CAR,2024-04-06 00:00:00,5.0,30.0,2.5,UPI,NO,VISITOR,0,6,Saturday,April
2332,ZONE-B,EV,2024-04-24 16:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,16,24,Wednesday,April
2333,ZONE-C,BIKE,2024-03-01 09:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,9,1,Friday,March
2334,ZONE-B,CAR,2024-05-25 12:00:00,240.0,40.0,160.0,UPI,NO,VISITOR,12,25,Saturday,May
2335,ZONE-A,CAR,2024-07-25 01:00:00,15.0,20.0,5.0,CARD,NO,REGULAR,1,25,Thursday,July
2336,ZONE-A,UNKNOWN,2024-03-29 16:00:00,30.0,40.0,20.0,UPI,YES,REGULAR,16,29,Friday,March
2337,ZONE-A,CAR,2024-05-30 03:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,3,30,Thursday,May
2338,UNKNOWN,UNKNOWN,2024-01-10 08:00:00,30.0,20.0,10.0,CASH,NO,UNKNOWN,8,10,Wednesday,January
2339,ZONE-C,BIKE,2024-03-26 02:00:00,120.0,40.0,80.0,CASH,YES,VISITOR,2,26,Tuesday,March
2340,ZONE-C,CAR,2024-03-28 04:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,4,28,Thursday,March
2341,ZONE-C,CAR,2024-05-24 08:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,8,24,Friday,May
2342,ZONE-C,CAR,2024-01-30 13:00:00,60.0,30.0,30.0,CASH,NO,UNKNOWN,13,30,Tuesday,January
2343,UNKNOWN,EV,2024-05-04 12:00:00,240.0,40.0,160.0,CARD,NO,REGULAR,12,4,Saturday,May
2344,ZONE-A,EV,2024-03-28 23:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,23,28,Thursday,March
2345,ZONE-A,CAR,2024-01-19 03:00:00,60.0,40.0,40.0,CARD,NO,REGULAR,3,19,Friday,January
2346,ZONE-A,CAR,2024-02-11 22:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,22,11,Sunday,February
2349,ZONE-B,UNKNOWN,2024-05-06 00:00:00,240.0,40.0,160.0,UNKNOWN,YES,UNKNOWN,0,6,Monday,May
2350,ZONE-C,BIKE,2024-03-24 23:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,23,24,Sunday,March
2351,ZONE-A,CAR,2024-03-12 11:00:00,15.0,40.0,10.0,CARD,YES,REGULAR,11,12,Tuesday,March
2352,ZONE-A,BIKE,2024-05-03 11:00:00,120.0,20.0,40.0,CARD,YES,VISITOR,11,3,Friday,May
2353,ZONE-A,CAR,2024-01-08 11:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,11,8,Monday,January
2354,ZONE-A,BIKE,2024-05-16 11:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,11,16,Thursday,May
2355,ZONE-B,UNKNOWN,2024-02-07 00:00:00,120.0,20.0,40.0,CASH,NO,REGULAR,0,7,Wednesday,February
2356,ZONE-A,BIKE,2024-02-06 15:00:00,15.0,40.0,10.0,UPI,YES,REGULAR,15,6,Tuesday,February
2357,ZONE-A,BIKE,2024-05-18 16:00:00,15.0,40.0,10.0,UPI,NO,VISITOR,16,18,Saturday,May
2359,ZONE-B,EV,2024-05-11 15:00:00,15.0,30.0,7.5,CASH,NO,UNKNOWN,15,11,Saturday,May
2360,ZONE-C,CAR,2024-07-05 14:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,14,5,Friday,July
2361,ZONE-C,CAR,2024-02-19 06:00:00,30.0,30.0,15.0,UNKNOWN,NO,REGULAR,6,19,Monday,February
2362,UNKNOWN,EV,2024-07-25 18:00:00,240.0,30.0,120.0,CASH,YES,VISITOR,18,25,Thursday,July
2364,ZONE-A,CAR,2024-07-14 14:00:00,120.0,30.0,60.0,CASH,YES,REGULAR,14,14,Sunday,July
2365,UNKNOWN,CAR,2024-06-23 00:00:00,120.0,40.0,80.0,CASH,NO,VISITOR,0,23,Sunday,June
2366,ZONE-B,CAR,2024-01-15 04:00:00,60.0,20.0,20.0,CASH,NO,REGULAR,4,15,Monday,January
2367,ZONE-C,EV,2024-05-03 18:00:00,15.0,40.0,10.0,UPI,YES,VISITOR,18,3,Friday,May
2369,ZONE-A,BIKE,2024-01-15 20:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,20,15,Monday,January
2370,ZONE-A,UNKNOWN,2024-07-17 13:00:00,15.0,30.0,7.5,CASH,NO,REGULAR,13,17,Wednesday,July
2372,UNKNOWN,EV,2024-03-18 21:00:00,30.0,30.0,15.0,CARD,NO,UNKNOWN,21,18,Monday,March
2373,UNKNOWN,CAR,2024-05-22 10:00:00,60.0,20.0,20.0,CASH,NO,REGULAR,10,22,Wednesday,May
2374,ZONE-C,CAR,2024-01-23 14:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,14,23,Tuesday,January
2375,ZONE-A,CAR,2024-01-16 00:00:00,15.0,30.0,7.5,CARD,NO,VISITOR,0,16,Tuesday,January
2376,ZONE-C,BIKE,2024-07-11 14:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,14,11,Thursday,July
2377,ZONE-A,BIKE,2024-01-07 07:00:00,15.0,40.0,10.0,CARD,NO,UNKNOWN,7,7,Sunday,January
2378,ZONE-A,CAR,2024-06-02 20:00:00,15.0,20.0,5.0,UPI,YES,VISITOR,20,2,Sunday,June
2379,ZONE-A,BIKE,2024-03-01 18:00:00,120.0,20.0,40.0,CARD,NO,VISITOR,18,1,Friday,March
2380,ZONE-A,CAR,2024-02-20 04:00:00,30.0,40.0,20.0,CASH,YES,VISITOR,4,20,Tuesday,February
2382,ZONE-A,UNKNOWN,2024-03-15 12:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,12,15,Friday,March
2384,ZONE-B,CAR,2024-04-28 01:00:00,30.0,30.0,15.0,UNKNOWN,NO,REGULAR,1,28,Sunday,April
2386,ZONE-B,BIKE,2024-03-25 23:00:00,5.0,30.0,2.5,CASH,YES,REGULAR,23,25,Monday,March
2388,UNKNOWN,EV,2024-01-08 03:00:00,15.0,20.0,5.0,UPI,YES,VISITOR,3,8,Monday,January
2389,ZONE-C,BIKE,2024-01-27 20:00:00,30.0,40.0,20.0,CARD,NO,VISITOR,20,27,Saturday,January
2390,UNKNOWN,BIKE,2024-07-19 04:00:00,30.0,20.0,10.0,CASH,NO,REGULAR,4,19,Friday,July
2391,ZONE-B,UNKNOWN,2024-02-21 20:00:00,120.0,20.0,40.0,CARD,NO,REGULAR,20,21,Wednesday,February
2392,ZONE-A,CAR,2024-03-07 05:00:00,15.0,40.0,10.0,CASH,NO,VISITOR,5,7,Thursday,March
2393,ZONE-A,CAR,2024-07-17 11:00:00,30.0,30.0,15.0,UNKNOWN,YES,REGULAR,11,17,Wednesday,July
2394,ZONE-A,CAR,2024-05-04 20:00:00,5.0,40.0,3.33,CARD,YES,VISITOR,20,4,Saturday,May
2395,ZONE-A,CAR,2024-07-05 18:00:00,30.0,30.0,15.0,UNKNOWN,YES,VISITOR,18,5,Friday,July
2396,UNKNOWN,BIKE,2024-02-07 13:00:00,120.0,30.0,60.0,CARD,YES,REGULAR,13,7,Wednesday,February
2397,UNKNOWN,BIKE,2024-04-29 15:00:00,30.0,40.0,20.0,CASH,NO,REGULAR,15,29,Monday,April
2398,ZONE-A,BIKE,2024-03-11 02:00:00,60.0,40.0,40.0,UPI,NO,UNKNOWN,2,11,Monday,March
2399,ZONE-A,CAR,2024-07-28 09:00:00,5.0,30.0,2.5,UPI,NO,REGULAR,9,28,Sunday,July
2401,ZONE-A,BIKE,2024-02-27 21:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,21,27,Tuesday,February
2402,ZONE-B,CAR,2024-04-14 23:00:00,5.0,40.0,3.33,UPI,YES,REGULAR,23,14,Sunday,April
2403,ZONE-B,BIKE,2024-04-11 20:00:00,15.0,20.0,5.0,CARD,YES,VISITOR,20,11,Thursday,April
2406,UNKNOWN,CAR,2024-04-03 11:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,11,3,Wednesday,April
2407,ZONE-A,BIKE,2024-07-09 09:00:00,30.0,40.0,20.0,CASH,NO,VISITOR,9,9,Tuesday,July
2408,ZONE-A,UNKNOWN,2024-04-28 04:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,4,28,Sunday,April
2411,ZONE-B,BIKE,2024-04-14 07:00:00,30.0,40.0,20.0,CARD,YES,VISITOR,7,14,Sunday,April
2412,ZONE-C,EV,2024-02-20 11:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,11,20,Tuesday,February
2413,ZONE-A,CAR,2024-04-02 08:00:00,60.0,20.0,20.0,CARD,NO,VISITOR,8,2,Tuesday,April
2414,ZONE-A,CAR,2024-03-18 05:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,5,18,Monday,March
2415,ZONE-C,BIKE,2024-02-11 15:00:00,120.0,40.0,80.0,CARD,YES,VISITOR,15,11,Sunday,February
2416,ZONE-A,CAR,2024-03-30 10:00:00,30.0,20.0,10.0,CARD,NO,REGULAR,10,30,Saturday,March
2417,ZONE-A,EV,2024-06-07 23:00:00,60.0,30.0,30.0,CASH,NO,VISITOR,23,7,Friday,June
2420,ZONE-B,CAR,2024-01-19 06:00:00,5.0,30.0,2.5,CASH,YES,VISITOR,6,19,Friday,January
2421,ZONE-A,UNKNOWN,2024-07-24 19:00:00,15.0,30.0,7.5,UPI,NO,REGULAR,19,24,Wednesday,July
2422,ZONE-A,CAR,2024-01-01 08:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,8,1,Monday,January
2423,ZONE-C,CAR,2024-04-07 05:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,5,7,Sunday,April
2424,ZONE-A,CAR,2024-03-11 23:00:00,30.0,40.0,20.0,UPI,YES,REGULAR,23,11,Monday,March
2425,ZONE-A,CAR,2024-03-09 03:00:00,240.0,30.0,120.0,CASH,NO,VISITOR,3,9,Saturday,March
2426,ZONE-C,CAR,2024-02-12 19:00:00,60.0,30.0,30.0,CARD,NO,UNKNOWN,19,12,Monday,February
2427,ZONE-A,CAR,2024-05-19 11:00:00,60.0,20.0,20.0,CASH,NO,REGULAR,11,19,Sunday,May
2428,ZONE-A,CAR,2024-01-10 07:00:00,30.0,40.0,20.0,CARD,NO,REGULAR,7,10,Wednesday,January
2429,ZONE-C,EV,2024-04-05 18:00:00,30.0,20.0,10.0,CARD,NO,VISITOR,18,5,Friday,April
2430,ZONE-B,BIKE,2024-05-09 17:00:00,5.0,30.0,2.5,UPI,YES,UNKNOWN,17,9,Thursday,May
2432,ZONE-A,UNKNOWN,2024-07-01 05:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,5,1,Monday,July
2433,ZONE-C,BIKE,2024-03-08 10:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,10,8,Friday,March
2434,UNKNOWN,CAR,2024-03-06 06:00:00,30.0,20.0,10.0,CASH,YES,VISITOR,6,6,Wednesday,March
2436,ZONE-C,CAR,2024-01-10 10:00:00,60.0,40.0,40.0,UPI,NO,VISITOR,10,10,Wednesday,January
2437,UNKNOWN,BIKE,2024-01-07 16:00:00,5.0,30.0,2.5,CASH,YES,VISITOR,16,7,Sunday,January
2438,ZONE-A,BIKE,2024-03-08 17:00:00,15.0,30.0,7.5,CARD,YES,REGULAR,17,8,Friday,March
2439,UNKNOWN,CAR,2024-02-01 02:00:00,15.0,20.0,5.0,UNKNOWN,NO,REGULAR,2,1,Thursday,February
2440,ZONE-A,CAR,2024-05-28 06:00:00,5.0,20.0,1.67,CARD,YES,REGULAR,6,28,Tuesday,May
2441,ZONE-C,CAR,2024-01-07 17:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,17,7,Sunday,January
2442,ZONE-C,BIKE,2024-03-27 16:00:00,30.0,20.0,10.0,CARD,NO,REGULAR,16,27,Wednesday,March
2443,UNKNOWN,EV,2024-06-17 12:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,12,17,Monday,June
2445,UNKNOWN,CAR,2024-04-29 16:00:00,5.0,40.0,3.33,UPI,YES,REGULAR,16,29,Monday,April
2446,ZONE-C,BIKE,2024-04-01 16:00:00,5.0,30.0,2.5,CASH,NO,VISITOR,16,1,Monday,April
2447,ZONE-A,CAR,2024-01-16 23:00:00,60.0,20.0,20.0,CASH,YES,VISITOR,23,16,Tuesday,January
2449,ZONE-B,BIKE,2024-02-28 18:00:00,60.0,20.0,20.0,UPI,NO,REGULAR,18,28,Wednesday,February
2450,ZONE-C,CAR,2024-07-11 20:00:00,240.0,30.0,120.0,CASH,YES,REGULAR,20,11,Thursday,July
2451,ZONE-B,CAR,2024-03-04 18:00:00,15.0,30.0,7.5,UPI,NO,UNKNOWN,18,4,Monday,March
2452,ZONE-C,CAR,2024-06-01 22:00:00,30.0,20.0,10.0,CARD,NO,VISITOR,22,1,Saturday,June
2453,ZONE-C,UNKNOWN,2024-05-23 23:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,23,23,Thursday,May
2454,ZONE-C,CAR,2024-02-08 19:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,19,8,Thursday,February
2455,ZONE-C,CAR,2024-06-08 21:00:00,30.0,20.0,10.0,UPI,YES,VISITOR,21,8,Saturday,June
2456,ZONE-B,UNKNOWN,2024-04-02 20:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,20,2,Tuesday,April
2457,ZONE-A,UNKNOWN,2024-03-27 12:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,12,27,Wednesday,March
2458,ZONE-A,EV,2024-04-14 06:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,6,14,Sunday,April
2459,ZONE-A,CAR,2024-01-25 13:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,13,25,Thursday,January
2461,ZONE-B,BIKE,2024-03-01 07:00:00,120.0,30.0,60.0,UNKNOWN,YES,REGULAR,7,1,Friday,March
2462,ZONE-B,BIKE,2024-05-02 08:00:00,30.0,20.0,10.0,UNKNOWN,YES,REGULAR,8,2,Thursday,May
2463,ZONE-A,CAR,2024-03-20 03:00:00,120.0,20.0,40.0,CARD,NO,VISITOR,3,20,Wednesday,March
2464,ZONE-A,BIKE,2024-05-12 04:00:00,5.0,20.0,1.67,CASH,YES,REGULAR,4,12,Sunday,May
2465,ZONE-B,CAR,2024-05-06 13:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,13,6,Monday,May
2466,ZONE-B,BIKE,2024-03-15 16:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,16,15,Friday,March
2467,ZONE-A,CAR,2024-04-10 11:00:00,30.0,30.0,15.0,CASH,YES,UNKNOWN,11,10,Wednesday,April
2468,ZONE-A,CAR,2024-07-20 14:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,14,20,Saturday,July
2469,ZONE-A,CAR,2024-01-02 09:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,9,2,Tuesday,January
2470,ZONE-A,BIKE,2024-06-28 20:00:00,120.0,20.0,40.0,UPI,YES,VISITOR,20,28,Friday,June
2471,ZONE-C,BIKE,2024-05-21 04:00:00,60.0,20.0,20.0,CARD,YES,VISITOR,4,21,Tuesday,May
2472,ZONE-C,CAR,2024-05-07 17:00:00,5.0,20.0,1.67,CARD,YES,VISITOR,17,7,Tuesday,May
2475,ZONE-A,CAR,2024-03-08 05:00:00,60.0,20.0,20.0,UNKNOWN,NO,VISITOR,5,8,Friday,March
2477,ZONE-B,CAR,2024-04-15 22:00:00,30.0,40.0,20.0,CARD,NO,UNKNOWN,22,15,Monday,April
2478,ZONE-C,CAR,2024-06-01 17:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,17,1,Saturday,June
2480,ZONE-A,CAR,2024-06-12 04:00:00,5.0,30.0,2.5,CASH,YES,VISITOR,4,12,Wednesday,June
2481,ZONE-A,BIKE,2024-01-01 10:00:00,60.0,20.0,20.0,CARD,NO,VISITOR,10,1,Monday,January
2482,ZONE-C,CAR,2024-03-30 04:00:00,15.0,30.0,7.5,CARD,NO,REGULAR,4,30,Saturday,March
2483,ZONE-A,CAR,2024-01-22 10:00:00,30.0,40.0,20.0,CARD,YES,VISITOR,10,22,Monday,January
2484,UNKNOWN,BIKE,2024-03-05 13:00:00,60.0,40.0,40.0,CARD,NO,REGULAR,13,5,Tuesday,March
2485,ZONE-A,BIKE,2024-02-09 18:00:00,120.0,20.0,40.0,CARD,NO,REGULAR,18,9,Friday,February
2486,ZONE-A,UNKNOWN,2024-05-30 04:00:00,15.0,30.0,7.5,CARD,NO,VISITOR,4,30,Thursday,May
2487,ZONE-A,UNKNOWN,2024-04-22 06:00:00,5.0,40.0,3.33,CASH,YES,REGULAR,6,22,Monday,April
2489,UNKNOWN,BIKE,2024-06-01 16:00:00,60.0,20.0,20.0,CASH,NO,VISITOR,16,1,Saturday,June
2491,UNKNOWN,CAR,2024-05-08 18:00:00,120.0,30.0,60.0,UPI,YES,VISITOR,18,8,Wednesday,May
2492,ZONE-A,CAR,2024-01-15 06:00:00,15.0,40.0,10.0,UPI,YES,REGULAR,6,15,Monday,January
2493,ZONE-A,BIKE,2024-03-03 12:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,12,3,Sunday,March
2494,ZONE-A,BIKE,2024-07-04 21:00:00,60.0,40.0,40.0,CASH,NO,VISITOR,21,4,Thursday,July
2496,ZONE-C,EV,2024-03-08 11:00:00,240.0,20.0,80.0,UPI,NO,REGULAR,11,8,Friday,March
2497,ZONE-A,BIKE,2024-05-16 11:00:00,30.0,20.0,10.0,CARD,YES,REGULAR,11,16,Thursday,May
2499,ZONE-A,BIKE,2024-07-23 19:00:00,60.0,30.0,30.0,UNKNOWN,YES,UNKNOWN,19,23,Tuesday,July
2500,ZONE-A,UNKNOWN,2024-05-26 06:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,6,26,Sunday,May
2501,ZONE-A,UNKNOWN,2024-01-03 03:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,3,3,Wednesday,January
2502,UNKNOWN,CAR,2024-02-28 04:00:00,60.0,40.0,40.0,CASH,YES,REGULAR,4,28,Wednesday,February
2503,ZONE-B,BIKE,2024-01-09 14:00:00,5.0,30.0,2.5,UPI,NO,REGULAR,14,9,Tuesday,January
2504,ZONE-C,CAR,2024-06-23 16:00:00,240.0,20.0,80.0,UPI,NO,REGULAR,16,23,Sunday,June
2505,ZONE-C,BIKE,2024-05-24 22:00:00,15.0,20.0,5.0,UPI,NO,VISITOR,22,24,Friday,May
2506,ZONE-A,BIKE,2024-06-22 16:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,16,22,Saturday,June
2508,UNKNOWN,CAR,2024-06-03 09:00:00,60.0,30.0,30.0,CARD,NO,REGULAR,9,3,Monday,June
